Sujet,Groupe,Source,Tours,Erreurs
1977,vieux,simulation,21,12
978,jeune,simulation,14,5
1978,vieux,simulation,24,15
979,jeune,simulation,12,3
1979,vieux,simulation,23,14
980,jeune,simulation,13,4
1980,vieux,simulation,28,19
981,jeune,simulation,11,2
1981,vieux,simulation,24,15
982,jeune,simulation,12,3
1982,vieux,simulation,21,12
983,jeune,simulation,13,4
1983,vieux,simulation,20,11
984,jeune,simulation,11,2
1984,vieux,simulation,28,19
985,jeune,simulation,13,4
1985,vieux,simulation,25,16
986,jeune,simulation,12,3
1986,vieux,simulation,25,16
987,jeune,simulation,12,3
1987,vieux,simulation,26,17
988,jeune,simulation,11,2
1988,vieux,simulation,25,16
989,jeune,simulation,14,5
1989,vieux,simulation,27,18
990,jeune,simulation,12,3
1990,vieux,simulation,18,9
991,jeune,simulation,13,4
1991,vieux,simulation,24,15
992,jeune,simulation,15,6
1992,vieux,simulation,23,14
993,jeune,simulation,10,1
1993,vieux,simulation,23,14
994,jeune,simulation,11,2
1994,vieux,simulation,23,14
995,jeune,simulation,13,4
1995,vieux,simulation,25,16
996,jeune,simulation,13,4
1996,vieux,simulation,24,15
997,jeune,simulation,10,1
1997,vieux,simulation,21,12
998,jeune,simulation,14,5
1998,vieux,simulation,20,11
999,jeune,simulation,13,4
1999,vieux,simulation,20,11
1000,jeune,simulation,9,0
2000,vieux,simulation,21,12
1001,jeune,simulation,14,5
2001,vieux,simulation,26,17
1002,jeune,simulation,12,3
2002,vieux,simulation,27,18
1003,jeune,simulation,13,4
2003,vieux,simulation,24,15
1004,jeune,simulation,13,4
2004,vieux,simulation,22,13
1005,jeune,simulation,12,3
2005,vieux,simulation,23,14
1006,jeune,simulation,13,4
2006,vieux,simulation,23,14
1007,jeune,simulation,13,4
2007,vieux,simulation,16,7
1008,jeune,simulation,12,3
2008,vieux,simulation,22,13
1009,jeune,simulation,14,5
2009,vieux,simulation,18,9
1010,jeune,simulation,12,3
2010,vieux,simulation,24,15
1011,jeune,simulation,13,4
2011,vieux,simulation,24,15
1012,jeune,simulation,12,3
2012,vieux,simulation,22,13
1013,jeune,simulation,15,6
2013,vieux,simulation,29,20
1014,jeune,simulation,14,5
2014,vieux,simulation,23,14
